Title,IR,FlowHt,Const,Var,Sand,Ash
S60A40,0.9610 ,1.000 ,1,0,0.6,0.4
S60A40,0.9545 ,1.000 ,1,0,0.6,0.4
S60A40,0.9475 ,1.000 ,1,0,0.6,0.4
S60A40,0.9400 ,1.000 ,1,0,0.6,0.4
S60A40,0.9320 ,1.000 ,1,0,0.6,0.4
S60A40,0.9235 ,1.000 ,1,0,0.6,0.4
S60A40,0.9145 ,1.000 ,1,0,0.6,0.4
S60A40,0.9050 ,1.000 ,1,0,0.6,0.4
S60A40,0.8950 ,1.000 ,1,0,0.6,0.4
S60A40,0.8845 ,1.000 ,1,0,0.6,0.4
S60A40,0.8735 ,1.000 ,1,0,0.6,0.4
S60A40,0.8620 ,1.000 ,1,0,0.6,0.4
S60A40,0.8500 ,1.000 ,1,0,0.6,0.4
S60A40,0.8375 ,1.000 ,1,0,0.6,0.4
S60A40,0.8245 ,1.000 ,1,0,0.6,0.4
S60A40,0.8110 ,1.000 ,1,0,0.6,0.4
S60A40,0.7970 ,1.000 ,1,0,0.6,0.4
S60A40,0.7825 ,1.000 ,1,0,0.6,0.4
S60A40,0.7675 ,1.000 ,1,0,0.6,0.4
S60A40,0.7520 ,1.000 ,1,0,0.6,0.4
S60A40,0.7360 ,1.000 ,1,0,0.6,0.4
S60A40,0.7195 ,1.000 ,1,0,0.6,0.4
S60A40,0.7025 ,1.000 ,1,0,0.6,0.4
S60A40,0.6850 ,1.000 ,1,0,0.6,0.4
S60A40,0.6670 ,1.000 ,1,0,0.6,0.4
S60A40,0.6485 ,1.000 ,1,0,0.6,0.4
S60A40,0.6295 ,1.000 ,1,0,0.6,0.4
S60A40,0.6100 ,1.000 ,1,0,0.6,0.4
S60A40,0.5900 ,1.000 ,1,0,0.6,0.4
S60A40,0.5695 ,1.000 ,1,0,0.6,0.4
S60A40,0.5485 ,1.000 ,1,0,0.6,0.4
S60A40,0.5270 ,1.000 ,1,0,0.6,0.4
S60A40,0.5050 ,1.000 ,1,0,0.6,0.4
S60A40,0.4825 ,1.000 ,1,0,0.6,0.4
S60A40,0.4595 ,1.000 ,1,0,0.6,0.4
S60A40,0.4360 ,1.000 ,1,0,0.6,0.4
S60A40,0.4120 ,1.000 ,1,0,0.6,0.4
S60A40,0.3875 ,1.000 ,1,0,0.6,0.4
S60A40,0.3625 ,1.000 ,1,0,0.6,0.4
S60A40,0.3370 ,1.000 ,1,0,0.6,0.4
S60A40,0.3110 ,1.000 ,1,0,0.6,0.4
S60A40,0.2845 ,1.000 ,1,0,0.6,0.4
S60A40,0.2575 ,1.000 ,1,0,0.6,0.4
S60A40,0.2300 ,1.000 ,1,0,0.6,0.4
S60A40,0.2020 ,1.000 ,1,0,0.6,0.4
S60A40,0.1735 ,1.000 ,1,0,0.6,0.4
S10A90,1.0000 ,0.000 ,1,0,0.1,0.9
S10A90,0.9995 ,1.000 ,1,0,0.1,0.9
S10A90,0.9985 ,1.000 ,1,0,0.1,0.9
S10A90,0.9970 ,1.000 ,1,0,0.1,0.9
S10A90,0.9950 ,1.000 ,1,0,0.1,0.9
S10A90,0.9925 ,1.000 ,1,0,0.1,0.9
S10A90,0.9895 ,1.000 ,1,0,0.1,0.9
S10A90,0.9860 ,1.000 ,1,0,0.1,0.9
S10A90,0.9820 ,1.000 ,1,0,0.1,0.9
S10A90,0.9775 ,1.000 ,1,0,0.1,0.9
S10A90,0.9725 ,1.000 ,1,0,0.1,0.9
S10A90,0.9670 ,1.000 ,1,0,0.1,0.9
S10A90,0.9610 ,1.000 ,1,0,0.1,0.9
S10A90,0.9545 ,1.000 ,1,0,0.1,0.9
S10A90,0.9475 ,1.000 ,1,0,0.1,0.9
S10A90,0.9400 ,1.000 ,1,0,0.1,0.9
S10A90,0.9320 ,1.000 ,1,0,0.1,0.9
S10A90,0.9235 ,1.000 ,1,0,0.1,0.9
S10A90,0.9145 ,1.000 ,1,0,0.1,0.9
S10A90,0.9050 ,1.000 ,1,0,0.1,0.9
S10A90,0.8950 ,1.000 ,1,0,0.1,0.9
S10A90,0.8845 ,1.000 ,1,0,0.1,0.9
S10A90,0.8735 ,1.000 ,1,0,0.1,0.9
S10A90,0.8620 ,1.000 ,1,0,0.1,0.9
S10A90,0.8500 ,1.000 ,1,0,0.1,0.9
S10A90,0.8375 ,1.000 ,1,0,0.1,0.9
S10A90,0.8245 ,1.000 ,1,0,0.1,0.9
S10A90,0.8110 ,1.000 ,1,0,0.1,0.9
S10A90,0.7970 ,1.000 ,1,0,0.1,0.9
S10A90,0.7825 ,1.000 ,1,0,0.1,0.9
S10A90,0.7675 ,1.000 ,1,0,0.1,0.9
S10A90,0.7520 ,1.000 ,1,0,0.1,0.9
S10A90,0.7360 ,1.000 ,1,0,0.1,0.9
S10A90,0.7195 ,1.000 ,1,0,0.1,0.9
S10A90,0.7025 ,1.000 ,1,0,0.1,0.9
S10A90,0.6850 ,1.000 ,1,0,0.1,0.9
S10A90,0.6670 ,1.000 ,1,0,0.1,0.9
S10A90,0.6485 ,1.000 ,1,0,0.1,0.9
S10A90,0.6295 ,1.000 ,1,0,0.1,0.9
S10A90,0.6100 ,1.000 ,1,0,0.1,0.9
S10A90,0.5900 ,1.000 ,1,0,0.1,0.9
S10A90,0.5695 ,1.000 ,1,0,0.1,0.9
S10A90,0.5485 ,1.000 ,1,0,0.1,0.9
S10A90,0.5270 ,1.000 ,1,0,0.1,0.9
S10A90,0.5050 ,1.000 ,1,0,0.1,0.9
S10A90,0.4825 ,1.000 ,1,0,0.1,0.9
S10A90,0.4595 ,1.000 ,1,0,0.1,0.9
S10A90,0.4360 ,1.000 ,1,0,0.1,0.9
S10A90,0.4120 ,1.000 ,1,0,0.1,0.9
S10A90,0.3875 ,1.000 ,1,0,0.1,0.9
S10A90,0.3625 ,1.000 ,1,0,0.1,0.9
S10A90,0.3370 ,1.000 ,1,0,0.1,0.9
S10A90,0.3110 ,1.000 ,1,0,0.1,0.9
S10A90,0.2845 ,1.000 ,1,0,0.1,0.9
S10A90,0.2575 ,1.000 ,1,0,0.1,0.9
S10A90,0.2300 ,1.000 ,1,0,0.1,0.9
S10A90,0.2020 ,1.000 ,1,0,0.1,0.9
S10A90,0.1735 ,1.000 ,1,0,0.1,0.9
S90A10,1.0000 ,0.000 ,1,0,0.9,0.1
S90A10,0.9995 ,1.000 ,1,0,0.9,0.1
S90A10,0.9985 ,1.000 ,1,0,0.9,0.1
S90A10,0.9970 ,1.000 ,1,0,0.9,0.1
S90A10,0.9950 ,1.000 ,1,0,0.9,0.1
S90A10,0.9925 ,1.000 ,1,0,0.9,0.1
S90A10,0.9895 ,1.000 ,1,0,0.9,0.1
S90A10,0.9860 ,1.000 ,1,0,0.9,0.1
S90A10,0.9820 ,1.000 ,1,0,0.9,0.1
S90A10,0.9775 ,1.000 ,1,0,0.9,0.1
S90A10,0.9725 ,1.000 ,1,0,0.9,0.1
S90A10,0.9670 ,1.000 ,1,0,0.9,0.1
S90A10,0.9610 ,1.000 ,1,0,0.9,0.1
S90A10,0.9545 ,1.000 ,1,0,0.9,0.1
S90A10,0.9475 ,1.000 ,1,0,0.9,0.1
S90A10,0.9400 ,1.000 ,1,0,0.9,0.1
S90A10,0.9320 ,1.000 ,1,0,0.9,0.1
S90A10,0.9235 ,1.000 ,1,0,0.9,0.1
S90A10,0.9145 ,1.000 ,1,0,0.9,0.1
S90A10,0.9050 ,1.000 ,1,0,0.9,0.1
S90A10,0.8950 ,1.000 ,1,0,0.9,0.1
S90A10,0.8845 ,1.000 ,1,0,0.9,0.1
S90A10,0.8735 ,1.000 ,1,0,0.9,0.1
S90A10,0.8620 ,1.000 ,1,0,0.9,0.1
S90A10,0.8500 ,1.000 ,1,0,0.9,0.1
S90A10,0.8375 ,1.000 ,1,0,0.9,0.1
S90A10,0.8245 ,1.000 ,1,0,0.9,0.1
S90A10,0.8110 ,1.000 ,1,0,0.9,0.1
S90A10,0.7970 ,1.000 ,1,0,0.9,0.1
S90A10,0.7825 ,1.000 ,1,0,0.9,0.1
S90A10,0.7675 ,1.000 ,1,0,0.9,0.1
S90A10,0.7520 ,1.000 ,1,0,0.9,0.1
S90A10,0.7360 ,1.000 ,1,0,0.9,0.1
S90A10,0.7195 ,1.000 ,1,0,0.9,0.1
S90A10,0.7025 ,1.000 ,1,0,0.9,0.1
S90A10,0.6850 ,1.000 ,1,0,0.9,0.1
S90A10,0.6670 ,1.000 ,1,0,0.9,0.1
S90A10,0.6485 ,1.000 ,1,0,0.9,0.1
S90A10,0.6295 ,1.000 ,1,0,0.9,0.1
S90A10,0.6100 ,1.000 ,1,0,0.9,0.1
S90A10,0.5900 ,1.000 ,1,0,0.9,0.1
S90A10,0.5695 ,1.000 ,1,0,0.9,0.1
S90A10,0.5485 ,1.000 ,1,0,0.9,0.1
S90A10,0.5270 ,1.000 ,1,0,0.9,0.1
S90A10,0.5050 ,1.000 ,1,0,0.9,0.1
S90A10,0.4825 ,1.000 ,1,0,0.9,0.1
S90A10,0.4595 ,1.000 ,1,0,0.9,0.1
S90A10,0.4360 ,1.000 ,1,0,0.9,0.1
S90A10,0.4120 ,1.000 ,1,0,0.9,0.1
S90A10,0.3875 ,1.000 ,1,0,0.9,0.1
S90A10,0.3625 ,1.000 ,1,0,0.9,0.1
S90A10,0.3370 ,1.000 ,1,0,0.9,0.1
S90A10,0.3110 ,1.000 ,1,0,0.9,0.1
S90A10,0.2845 ,1.000 ,1,0,0.9,0.1
S90A10,0.2575 ,1.000 ,1,0,0.9,0.1
S90A10,0.2300 ,1.000 ,1,0,0.9,0.1
S90A10,0.2020 ,1.000 ,1,0,0.9,0.1
S90A10,0.1735 ,1.000 ,1,0,0.9,0.1
